vote_choice,gender,race,age,ideology,party_id,pol_interest,church_attendance,discuss_politics,race_text,gender_text,age_text,ideology_text,party_id_text,church_attendance_text,pol_interest_text,discuss_politics_text,user_content,assistant_content
2,1,1,73,6,7,2,2,1,white,man,73,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,65,3,1,1,2,2,white,woman,65,slightly liberal,a strong Democrat,do not attend church,very,I never discuss politics with my family or friends.,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,72,4,3,2,2,1,white,woman,72,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 72 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,75,4,1,1,2,1,white,man,75,moderate,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,49,2,3,2,2,1,white,man,49,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,70,6,3,2,1,1,white,man,70,conservative,an independent Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am conservative. Politically, I am an independent Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,21,3,1,3,1,1,black,woman,21,slightly liberal,a strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 21 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,73,4,6,1,2,1,white,man,73,moderate,not a very strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,2,59,4,2,2,1,1,black,man,59,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a man. I am 59 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,54,5,1,3,2,1,white,woman,54,slightly conservative,a strong Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am slightly conservative. Politically, I am a strong Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,3,55,4,2,3,1,1,hispanic,woman,55,moderate,not a very strong Democrat,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a woman. I am 55 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,3,40,3,3,2,2,1,hispanic,man,40,slightly liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 40 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,24,4,4,2,2,1,white,woman,24,moderate,an independent,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 24 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,77,2,1,2,2,1,white,man,77,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,58,2,3,1,2,1,white,man,58,liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 58 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,31,1,1,1,1,1,white,man,31,extremely liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,80,7,7,2,1,1,white,man,80,extremely conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,63,4,4,2,1,1,white,woman,63,moderate,an independent,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am moderate. Politically, I am an independent. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,60,4,3,1,2,1,white,man,60,moderate,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,57,2,1,1,2,1,white,man,57,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 57 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,4,37,1,1,1,1,1,asian,woman,37,extremely liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a woman. I am 37 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,2,44,2,1,2,1,1,black,woman,44,liberal,a strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am black. I am a woman. I am 44 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,43,6,6,2,2,1,white,man,43,conservative,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 43 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,61,6,7,2,1,1,white,woman,61,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 61 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,19,3,2,1,1,1,white,woman,19,slightly liberal,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 19 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,29,3,2,2,2,1,white,woman,29,slightly liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 29 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,29,3,3,3,2,1,white,man,29,slightly liberal,an independent Democrat,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 29 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,38,2,1,2,2,1,white,woman,38,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,55,6,6,2,1,2,white,woman,55,conservative,not a very strong Republican,attend church,somewhat,I never discuss politics with my family or friends.,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I attend church. I am somewhat interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,38,3,3,2,2,1,white,man,38,slightly liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 38 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,63,2,1,1,2,1,white,woman,63,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 63 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,27,6,5,3,2,1,white,woman,27,conservative,an independent Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 27 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,65,6,7,3,1,1,white,man,65,conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,62,3,1,1,2,1,white,woman,62,slightly liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,45,5,7,2,2,1,white,woman,45,slightly conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,25,2,2,1,2,1,white,woman,25,liberal,not a very strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 25 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,56,6,6,3,1,1,white,man,56,conservative,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 56 years old. Ideologically, I am conservative. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,67,4,3,2,2,1,white,woman,67,moderate,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,57,5,5,2,2,1,white,woman,57,slightly conservative,an independent Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,35,4,5,1,2,1,white,man,35,moderate,an independent Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am moderate. Politically, I am an independent Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,6,64,4,6,2,2,1,mixed race,woman,64,moderate,not a very strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am mixed race. I am a woman. I am 64 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,57,1,1,1,2,1,white,woman,57,extremely liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 57 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,76,6,7,2,2,1,white,woman,76,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,64,4,1,2,2,1,white,man,64,moderate,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am moderate. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,46,3,2,1,1,1,white,woman,46,slightly liberal,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,73,3,4,3,2,2,white,man,73,slightly liberal,an independent,do not attend church,not very,I never discuss politics with my family or friends.,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am slightly liberal. Politically, I am an independent. I do not attend church. I am not very interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,68,2,1,1,2,1,white,woman,68,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,56,4,4,2,2,1,white,woman,56,moderate,an independent,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,74,2,1,2,2,1,white,woman,74,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,62,2,1,1,1,1,white,woman,62,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 62 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,37,2,1,2,2,1,white,woman,37,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,49,4,6,3,1,1,white,man,49,moderate,not a very strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 49 years old. Ideologically, I am moderate. Politically, I am not a very strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,80,6,5,2,1,1,white,man,80,conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,45,6,7,2,2,1,white,woman,45,conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,80,6,7,2,1,1,white,woman,80,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,80,2,1,1,2,1,white,woman,80,liberal,a strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,59,6,7,3,1,1,white,woman,59,conservative,a strong Republican,attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 59 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,47,2,3,2,2,1,white,woman,47,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,42,7,7,2,2,1,white,woman,42,extremely conservative,a strong Republican,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 42 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,55,2,2,1,2,1,white,woman,55,liberal,not a very strong Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am liberal. Politically, I am not a very strong Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,74,5,5,2,1,1,white,man,74,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,75,3,1,2,2,1,white,man,75,slightly liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am slightly liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,71,2,1,1,1,1,white,man,71,liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,2,1,43,4,4,2,2,1,white,woman,43,moderate,an independent,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,52,6,7,1,2,1,white,woman,52,conservative,a strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 52 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,3,60,1,1,1,1,1,hispanic,man,60,extremely liberal,a strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am hispanic. I am a man. I am 60 years old. Ideologically, I am extremely liberal. Politically, I am a strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,80,7,7,1,2,1,white,man,80,extremely conservative,a strong Republican,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,74,6,5,2,2,2,white,woman,74,conservative,an independent Republican,do not attend church,somewhat,I never discuss politics with my family or friends.,"Racially, I am white. I am a woman. I am 74 years old. Ideologically, I am conservative. Politically, I am an independent Republican. I do not attend church. I am somewhat interested in politics. I never discuss politics with my family or friends. In the 2020 presidential election, I voted for ",Donald Trump
2,1,1,72,6,7,3,2,1,white,man,72,conservative,a strong Republican,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 72 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,36,5,5,2,1,1,white,woman,36,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 36 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,48,3,2,1,1,1,white,woman,48,slightly liberal,not a very strong Democrat,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 48 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,80,4,2,2,1,1,white,woman,80,moderate,not a very strong Democrat,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. Politically, I am not a very strong Democrat. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,75,2,1,2,2,1,white,woman,75,liberal,a strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 75 years old. Ideologically, I am liberal. Politically, I am a strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,4,40,5,5,2,1,1,asian,man,40,slightly conservative,an independent Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am asian. I am a man. I am 40 years old. Ideologically, I am slightly conservative. Politically, I am an independent Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,1,1,64,2,3,2,2,1,white,man,64,liberal,an independent Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 64 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,5,63,4,3,1,2,1,native American,woman,63,moderate,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am native American. I am a woman. I am 63 years old. Ideologically, I am moderate. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,56,6,7,2,1,1,white,man,56,conservative,a strong Republican,attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 56 years old. Ideologically, I am conservative. Politically, I am a strong Republican. I attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
1,2,1,41,2,3,1,2,1,white,woman,41,liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 41 years old. Ideologically, I am liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,2,1,24,3,2,2,2,1,white,woman,24,slightly liberal,not a very strong Democrat,do not attend church,somewhat,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 24 years old. Ideologically, I am slightly liberal. Politically, I am not a very strong Democrat. I do not attend church. I am somewhat interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
1,1,1,32,3,3,1,2,1,white,man,32,slightly liberal,an independent Democrat,do not attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am slightly liberal. Politically, I am an independent Democrat. I do not attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Joe Biden
2,1,1,74,7,7,1,1,1,white,man,74,extremely conservative,a strong Republican,attend church,very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am extremely conservative. Politically, I am a strong Republican. I attend church. I am very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
2,2,1,50,4,4,3,2,1,white,woman,50,moderate,an independent,do not attend church,not very,I like to discuss politics with my family and friends.,"Racially, I am white. I am a woman. I am 50 years old. Ideologically, I am moderate. Politically, I am an independent. I do not attend church. I am not very interested in politics. I like to discuss politics with my family and friends. In the 2020 presidential election, I voted for ",Donald Trump
