vote_choice,gender,race,age,ideology,pol_interest,church_attendance,race_text,gender_text,age_text,ideology_text,church_attendance_text,pol_interest_text,user_content,assistant_content
2,2,1,80,4,2,1,white,woman,80,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,75,3,1,2,white,man,75,slightly liberal,do not attend church,very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,25,5,4,1,white,man,25,slightly conservative,attend church,not at all,"Racially, I am white. I am a man. I am 25 years old. Ideologically, I am slightly conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,2,1,45,1,3,2,white,woman,45,extremely liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,49,6,2,1,white,woman,49,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 49 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,57,7,2,1,white,man,57,extremely conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 57 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,42,3,2,2,white,man,42,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,53,6,2,2,white,woman,53,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,80,2,1,2,white,woman,80,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,6,26,5,1,1,mixed race,man,26,slightly conservative,attend church,very,"Racially, I am mixed race. I am a man. I am 26 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,47,1,2,2,white,man,47,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,69,2,1,2,white,woman,69,liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,3,25,2,2,2,hispanic,man,25,liberal,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 25 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,80,1,1,1,white,woman,80,extremely liberal,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,30,4,1,1,white,man,30,moderate,attend church,very,"Racially, I am white. I am a man. I am 30 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Donald Trump
2,1,4,38,1,1,1,asian,man,38,extremely liberal,attend church,very,"Racially, I am asian. I am a man. I am 38 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Donald Trump
2,2,6,50,5,2,2,mixed race,woman,50,slightly conservative,do not attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 50 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,3,59,4,2,1,hispanic,woman,59,moderate,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 59 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,67,2,1,2,white,man,67,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 67 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,69,6,2,1,white,man,69,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 69 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,6,45,3,2,2,mixed race,man,45,slightly liberal,do not attend church,somewhat,"Racially, I am mixed race. I am a man. I am 45 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,75,2,1,1,white,man,75,liberal,attend church,very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,3,29,4,3,2,hispanic,man,29,moderate,do not attend church,not very,"Racially, I am hispanic. I am a man. I am 29 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,1,1,62,7,1,1,white,man,62,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 62 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,60,7,1,1,white,man,60,extremely conservative,attend church,very,"Racially, I am white. I am a man. I am 60 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,67,4,1,1,white,woman,67,moderate,attend church,very,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
1,1,3,73,4,1,1,hispanic,man,73,moderate,attend church,very,"Racially, I am hispanic. I am a man. I am 73 years old. Ideologically, I am moderate. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,51,6,1,1,white,man,51,conservative,attend church,very,"Racially, I am white. I am a man. I am 51 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,1,2,53,4,2,1,black,man,53,moderate,attend church,somewhat,"Racially, I am black. I am a man. I am 53 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,79,6,4,1,white,man,79,conservative,attend church,not at all,"Racially, I am white. I am a man. I am 79 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,2,1,80,4,1,2,white,woman,80,moderate,do not attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,65,5,2,1,white,woman,65,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,39,2,3,2,white,woman,39,liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 39 years old. Ideologically, I am liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,53,4,2,2,white,woman,53,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,41,4,2,1,white,woman,41,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 41 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,69,4,2,2,white,woman,69,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 69 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,31,6,2,1,white,man,31,conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 31 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,53,2,2,2,white,man,53,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 53 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,30,2,2,1,white,man,30,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 30 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,56,6,1,1,white,woman,56,conservative,attend church,very,"Racially, I am white. I am a woman. I am 56 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,65,5,2,1,white,woman,65,slightly conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,46,6,2,2,white,woman,46,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,3,63,2,1,1,hispanic,man,63,liberal,attend church,very,"Racially, I am hispanic. I am a man. I am 63 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,3,30,7,3,2,hispanic,man,30,extremely conservative,do not attend church,not very,"Racially, I am hispanic. I am a man. I am 30 years old. Ideologically, I am extremely conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
1,1,1,80,2,2,1,white,man,80,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,33,2,2,2,white,woman,33,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 33 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,80,3,1,2,white,woman,80,slightly liberal,do not attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am slightly liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,59,3,1,1,white,man,59,slightly liberal,attend church,very,"Racially, I am white. I am a man. I am 59 years old. Ideologically, I am slightly liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,1,1,67,5,2,1,white,man,67,slightly conservative,attend church,somewhat,"Racially, I am white. I am a man. I am 67 years old. Ideologically, I am slightly conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,45,3,2,1,white,woman,45,slightly liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,28,6,3,1,white,woman,28,conservative,attend church,not very,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,2,1,35,2,4,2,white,woman,35,liberal,do not attend church,not at all,"Racially, I am white. I am a woman. I am 35 years old. Ideologically, I am liberal. I do not attend church. I am not at all interested in politics. ",Kamala Harris
1,1,1,32,2,2,1,white,man,32,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 32 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,2,38,1,1,1,black,woman,38,extremely liberal,attend church,very,"Racially, I am black. I am a woman. I am 38 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,75,4,2,2,white,man,75,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,80,2,2,2,white,woman,80,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,60,4,1,2,black,man,60,moderate,do not attend church,very,"Racially, I am black. I am a man. I am 60 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,51,4,4,2,white,man,51,moderate,do not attend church,not at all,"Racially, I am white. I am a man. I am 51 years old. Ideologically, I am moderate. I do not attend church. I am not at all interested in politics. ",Donald Trump
1,2,1,46,4,2,2,white,woman,46,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 46 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,6,68,1,1,1,mixed race,woman,68,extremely liberal,attend church,very,"Racially, I am mixed race. I am a woman. I am 68 years old. Ideologically, I am extremely liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,3,75,2,2,2,hispanic,woman,75,liberal,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 75 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,35,1,2,1,hispanic,man,35,extremely liberal,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 35 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,47,4,1,2,white,man,47,moderate,do not attend church,very,"Racially, I am white. I am a man. I am 47 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,53,6,2,1,white,woman,53,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 53 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,6,28,2,1,2,mixed race,man,28,liberal,do not attend church,very,"Racially, I am mixed race. I am a man. I am 28 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,61,2,2,1,white,man,61,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 61 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,43,2,1,1,white,woman,43,liberal,attend church,very,"Racially, I am white. I am a woman. I am 43 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
2,1,1,80,6,2,2,white,man,80,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,54,1,3,2,white,woman,54,extremely liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 54 years old. Ideologically, I am extremely liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,1,42,1,2,2,white,man,42,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,68,6,2,2,white,woman,68,conservative,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 68 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,80,2,1,2,white,man,80,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,76,6,2,1,white,woman,76,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 76 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,3,50,3,2,1,hispanic,man,50,slightly liberal,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 50 years old. Ideologically, I am slightly liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,59,4,2,2,hispanic,man,59,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 59 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,70,6,2,1,white,woman,70,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,70,4,2,2,white,man,70,moderate,do not attend church,somewhat,"Racially, I am white. I am a man. I am 70 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,6,53,5,3,1,mixed race,man,53,slightly conservative,attend church,not very,"Racially, I am mixed race. I am a man. I am 53 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
1,1,1,43,2,1,2,white,man,43,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 43 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,74,6,1,2,white,man,74,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 74 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,2,3,61,4,2,2,hispanic,woman,61,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 61 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,30,1,2,1,white,man,30,extremely liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 30 years old. Ideologically, I am extremely liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,6,22,2,2,2,mixed race,woman,22,liberal,do not attend church,somewhat,"Racially, I am mixed race. I am a woman. I am 22 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,41,6,2,2,white,man,41,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 41 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,45,3,2,2,white,woman,45,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,41,2,2,2,white,man,41,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 41 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,75,6,2,1,white,woman,75,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 75 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,42,6,1,1,white,man,42,conservative,attend church,very,"Racially, I am white. I am a man. I am 42 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,63,6,1,2,white,man,63,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 63 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
2,2,1,37,6,4,1,white,woman,37,conservative,attend church,not at all,"Racially, I am white. I am a woman. I am 37 years old. Ideologically, I am conservative. I attend church. I am not at all interested in politics. ",Donald Trump
1,1,1,80,2,2,2,white,man,80,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,38,2,2,2,white,woman,38,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 38 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,54,5,1,1,white,man,54,slightly conservative,attend church,very,"Racially, I am white. I am a man. I am 54 years old. Ideologically, I am slightly conservative. I attend church. I am very interested in politics. ",Kamala Harris
2,2,1,65,6,1,1,white,woman,65,conservative,attend church,very,"Racially, I am white. I am a woman. I am 65 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,80,3,3,1,white,man,80,slightly liberal,attend church,not very,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am slightly liberal. I attend church. I am not very interested in politics. ",Donald Trump
1,2,1,27,1,2,2,white,woman,27,extremely liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 27 years old. Ideologically, I am extremely liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,3,41,1,1,2,hispanic,woman,41,extremely liberal,do not attend church,very,"Racially, I am hispanic. I am a woman. I am 41 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,1,1,80,2,2,2,white,man,80,liberal,do not attend church,somewhat,"Racially, I am white. I am a man. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,68,6,1,1,white,man,68,conservative,attend church,very,"Racially, I am white. I am a man. I am 68 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,1,1,77,6,1,2,white,man,77,conservative,do not attend church,very,"Racially, I am white. I am a man. I am 77 years old. Ideologically, I am conservative. I do not attend church. I am very interested in politics. ",Donald Trump
1,1,1,55,4,3,2,white,man,55,moderate,do not attend church,not very,"Racially, I am white. I am a man. I am 55 years old. Ideologically, I am moderate. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,2,1,73,6,2,1,white,woman,73,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 73 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,70,7,2,1,white,woman,70,extremely conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am extremely conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,1,1,27,5,4,2,white,man,27,slightly conservative,do not attend church,not at all,"Racially, I am white. I am a man. I am 27 years old. Ideologically, I am slightly conservative. I do not attend church. I am not at all interested in politics. ",Donald Trump
2,1,1,35,6,2,2,white,man,35,conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 35 years old. Ideologically, I am conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,68,2,2,1,white,man,68,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 68 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,3,65,4,2,1,hispanic,man,65,moderate,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 65 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,71,5,3,1,white,woman,71,slightly conservative,attend church,not very,"Racially, I am white. I am a woman. I am 71 years old. Ideologically, I am slightly conservative. I attend church. I am not very interested in politics. ",Donald Trump
2,2,1,60,6,2,1,white,woman,60,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,34,2,2,1,white,man,34,liberal,attend church,somewhat,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,55,6,2,1,white,woman,55,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 55 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,1,80,7,1,1,white,woman,80,extremely conservative,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,59,6,2,1,white,woman,59,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 59 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
2,2,3,50,7,1,1,hispanic,woman,50,extremely conservative,attend church,very,"Racially, I am hispanic. I am a woman. I am 50 years old. Ideologically, I am extremely conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,60,6,1,1,white,woman,60,conservative,attend church,very,"Racially, I am white. I am a woman. I am 60 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
2,2,1,80,6,1,1,white,woman,80,conservative,attend church,very,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am conservative. I attend church. I am very interested in politics. ",Donald Trump
1,2,1,80,4,4,2,white,woman,80,moderate,do not attend church,not at all,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am moderate. I do not attend church. I am not at all interested in politics. ",Kamala Harris
1,1,3,73,2,2,1,hispanic,man,73,liberal,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 73 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,28,2,2,1,white,woman,28,liberal,attend church,somewhat,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am liberal. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,73,2,1,2,white,man,73,liberal,do not attend church,very,"Racially, I am white. I am a man. I am 73 years old. Ideologically, I am liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,2,59,4,3,1,black,woman,59,moderate,attend church,not very,"Racially, I am black. I am a woman. I am 59 years old. Ideologically, I am moderate. I attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,80,2,2,2,white,woman,80,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 80 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,67,4,2,1,white,woman,67,moderate,attend church,somewhat,"Racially, I am white. I am a woman. I am 67 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,2,63,4,1,2,black,man,63,moderate,do not attend church,very,"Racially, I am black. I am a man. I am 63 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
2,1,1,65,5,2,2,white,man,65,slightly conservative,do not attend church,somewhat,"Racially, I am white. I am a man. I am 65 years old. Ideologically, I am slightly conservative. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,45,2,2,2,white,woman,45,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 45 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,72,4,1,2,white,woman,72,moderate,do not attend church,very,"Racially, I am white. I am a woman. I am 72 years old. Ideologically, I am moderate. I do not attend church. I am very interested in politics. ",Kamala Harris
2,2,1,47,6,2,1,white,woman,47,conservative,attend church,somewhat,"Racially, I am white. I am a woman. I am 47 years old. Ideologically, I am conservative. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,70,5,3,2,white,woman,70,slightly conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 70 years old. Ideologically, I am slightly conservative. I do not attend church. I am not very interested in politics. ",Kamala Harris
2,1,3,34,4,2,2,hispanic,man,34,moderate,do not attend church,somewhat,"Racially, I am hispanic. I am a man. I am 34 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Donald Trump
1,2,3,63,5,3,2,hispanic,woman,63,slightly conservative,do not attend church,not very,"Racially, I am hispanic. I am a woman. I am 63 years old. Ideologically, I am slightly conservative. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,2,1,27,3,3,2,white,woman,27,slightly liberal,do not attend church,not very,"Racially, I am white. I am a woman. I am 27 years old. Ideologically, I am slightly liberal. I do not attend church. I am not very interested in politics. ",Kamala Harris
1,1,3,26,4,2,1,hispanic,man,26,moderate,attend church,somewhat,"Racially, I am hispanic. I am a man. I am 26 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,30,2,2,2,white,woman,30,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 30 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,1,1,34,4,2,1,white,man,34,moderate,attend church,somewhat,"Racially, I am white. I am a man. I am 34 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,1,1,75,2,1,1,white,man,75,liberal,attend church,very,"Racially, I am white. I am a man. I am 75 years old. Ideologically, I am liberal. I attend church. I am very interested in politics. ",Kamala Harris
1,2,1,78,3,2,2,white,woman,78,slightly liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 78 years old. Ideologically, I am slightly liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,2,1,79,2,2,2,white,woman,79,liberal,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 79 years old. Ideologically, I am liberal. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,3,55,4,2,1,hispanic,woman,55,moderate,attend church,somewhat,"Racially, I am hispanic. I am a woman. I am 55 years old. Ideologically, I am moderate. I attend church. I am somewhat interested in politics. ",Donald Trump
1,2,1,42,4,2,2,white,woman,42,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 42 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
1,1,1,71,1,1,2,white,man,71,extremely liberal,do not attend church,very,"Racially, I am white. I am a man. I am 71 years old. Ideologically, I am extremely liberal. I do not attend church. I am very interested in politics. ",Kamala Harris
1,2,1,79,4,2,2,white,woman,79,moderate,do not attend church,somewhat,"Racially, I am white. I am a woman. I am 79 years old. Ideologically, I am moderate. I do not attend church. I am somewhat interested in politics. ",Kamala Harris
2,2,1,28,6,3,2,white,woman,28,conservative,do not attend church,not very,"Racially, I am white. I am a woman. I am 28 years old. Ideologically, I am conservative. I do not attend church. I am not very interested in politics. ",Donald Trump
